iter	MultiClass
176	0.6191673642
177	0.6182115989
178	0.6172427869
179	0.6165933599
180	0.6153047108
181	0.6141726862
182	0.6133955052
183	0.6126838805
184	0.6114651796
185	0.6106254134
186	0.6098092215
187	0.6083857138
188	0.6073523789
189	0.6066418522
190	0.606073547
191	0.6054419462
192	0.6044372236
193	0.603353898
194	0.6025463609
195	0.6014880307
196	0.600438226
197	0.5992509791
198	0.5986496698
199	0.5976789202
200	0.5968587885
201	0.5960316814
202	0.5951076931
203	0.594123251
204	0.5935107034
205	0.5928451942
206	0.5919971607
207	0.5912203027
208	0.5903139468
209	0.5892738302
210	0.5883830398
211	0.5874125486
212	0.5865587023
213	0.5853737806
214	0.5844117503
215	0.5835947834
216	0.5830366185
217	0.5822060883
218	0.581780586
219	0.5809040695
220	0.5801698392
221	0.5794823702
222	0.5788955285
223	0.5781773158
224	0.5776948475
225	0.5768168454
226	0.5760325598
227	0.5755001653
228	0.5749251431
229	0.5741969194
230	0.5733120066
231	0.5726199518
232	0.5718923094
233	0.571062748
234	0.5702632844
235	0.5693938079
236	0.5687483207
237	0.5681340939
238	0.5674877025
239	0.5663851299
240	0.565637207
241	0.5651059105
242	0.5646214399
243	0.5639260913
244	0.5629884104
245	0.5622933847
246	0.5617917984
247	0.5611268705
248	0.5604091745
249	0.559679982
250	0.5587964255
251	0.5581958912
252	0.5576256485
253	0.5571473137
254	0.5566514757
255	0.5561938735
256	0.5554099108
257	0.5549310593
258	0.554517312
259	0.5536489335
260	0.553126873
261	0.5525600534
262	0.5518904752
263	0.5514732401
264	0.5506228169
265	0.5502287688
266	0.5496987641
267	0.5491889106
268	0.5488023546
269	0.5481549298
270	0.5477477704
271	0.5471588619
272	0.5467817357
273	0.5463881397
274	0.5457535678
275	0.5452220775
276	0.544607334
277	0.5437675032
278	0.5433478138
279	0.5428017914
280	0.5421053447
281	0.5415669436
282	0.5411181899
283	0.5405510151
284	0.5399694049
285	0.5393866645
286	0.5389434007
287	0.5385836485
288	0.5380514801
289	0.5377059371
290	0.5371225508
291	0.5365154609
292	0.5360216898
293	0.5352952745
294	0.5347056555
295	0.534076509
296	0.5332505322
297	0.5326478665
298	0.5319450257
299	0.5313651595
300	0.5309422084
301	0.5305288163
302	0.5297345197
303	0.5292379712
304	0.5286075653
305	0.5278131071
306	0.5274902344
307	0.5269567096
308	0.5262853875
309	0.525695058
310	0.5252464335
311	0.5246681496
312	0.5242679656
313	0.5239280741
314	0.5235664489
315	0.5227689551
316	0.5224331972
317	0.5217036495
318	0.5213255867
319	0.5208110184
320	0.5201836157
321	0.5195106143
322	0.5188207556
323	0.5183825296
324	0.5177644598
325	0.5171616327
326	0.5168085007
327	0.5165123349
328	0.5160826022
329	0.5154170284
330	0.5149159265
331	0.5145930537
332	0.5141453334
333	0.5134401998
334	0.5127334837
335	0.5122301536
336	0.5117811738
337	0.5111825771
338	0.5107849767
339	0.510429455
340	0.5099302907
341	0.50937148
342	0.5089162352
343	0.5085515098
344	0.5080827985
345	0.5075690698
346	0.5071451823
347	0.5068924838
348	0.5062272006
349	0.5056266018
350	0.5051320555
351	0.5047715606
352	0.5043978575
353	0.5039569835
354	0.5033515728
355	0.5029248111
356	0.5024921397
357	0.5021277049
358	0.5016495962
359	0.5014497303
360	0.5009465939
361	0.5004157818
362	0.5000830595
363	0.4995173379
364	0.4991184457
365	0.4986603591
366	0.4980286613
367	0.4977235501
368	0.4972204461
369	0.4967791199
370	0.496429734
371	0.4959707755
372	0.4954566269
373	0.4949102493
374	0.4945139083
375	0.4940607303
376	0.4937691502
377	0.4934259001
378	0.4929693313
379	0.4925102436
380	0.4920671735
381	0.4915921973
382	0.4912212392
383	0.4907144536
384	0.4904416685
385	0.4897623375
386	0.4892606221
387	0.4889023554
388	0.4883503263
389	0.4877795991
390	0.487425014
391	0.4870400404
392	0.4866873928
393	0.4860795278
394	0.4856449834
395	0.4851048061
396	0.4846171384
397	0.4840662073
398	0.4836249457
399	0.4832139434
400	0.4828781532
401	0.4823562864
402	0.4820232089
403	0.4816061999
404	0.4811764995
405	0.4809201518
406	0.4805390535
407	0.4800134729
408	0.4794655775
409	0.4791460956
410	0.4786605916
411	0.4779786771
412	0.4776843843
413	0.4774527736
414	0.4771892891
415	0.4769405304
416	0.4765795834
417	0.4762407575
418	0.4757282883
419	0.4753244228
420	0.474796937
421	0.4743535117
422	0.4737607603
423	0.4734019446
424	0.4731181796
425	0.4727094701
426	0.4722771216
427	0.4717994973
428	0.4714782392
429	0.4711346339
430	0.4705422376
431	0.4702164584
432	0.4699008841
433	0.4696782511
434	0.4691727573
435	0.468743186
436	0.4684263845
437	0.4682415998
438	0.4678396074
439	0.4673274933
440	0.467087228
441	0.4667340637
442	0.4663261292
443	0.4660775967
444	0.4656014579
445	0.4653114278
446	0.4650704843
447	0.4646915173
448	0.4642987287
449	0.4640234569
450	0.4636209478
451	0.4632386546
452	0.463008045
453	0.4625934581
454	0.4623991144
455	0.4618452768
456	0.4614715738
457	0.4612422883
458	0.4609321715
459	0.4607071165
460	0.460425386
461	0.460059724
462	0.4596279568
463	0.4594416543
464	0.4591067037
465	0.4587740782
466	0.4584880849
467	0.4580903553
468	0.4576501594
469	0.4573317755
470	0.4568335155
471	0.4563553099
472	0.4561877054
473	0.4556554724
474	0.4553093481
475	0.4549192721
476	0.454630986
477	0.4542053546
478	0.4537800138
479	0.4534063107
480	0.4530784324
481	0.4528737225
482	0.4526648789
483	0.4524119221
484	0.4520818155
485	0.4518038957
486	0.4515947291
487	0.451302923
488	0.4508648585
489	0.4505659477
490	0.4502992014
491	0.4500606476
492	0.4498308777
493	0.4494660231
494	0.4492119683
495	0.448881119
496	0.4486059441
497	0.4482394102
498	0.4477552303
499	0.4473694171
500	0.4468678308
501	0.4465834845
502	0.4461017911
503	0.4458470582
504	0.4453799939
505	0.4450250535
506	0.4446955605
507	0.44438173
508	0.4441721437
509	0.4438751059
510	0.4435969923
511	0.4431512096
512	0.4429500196
513	0.4427000338
514	0.4424314792
515	0.442072825
516	0.441797973
517	0.441438027
518	0.4411130552
519	0.4408319705
520	0.4404912716
521	0.4402026626
522	0.4398508869
523	0.4395359584
524	0.4392353361
525	0.4388048929
526	0.4384930323
527	0.4382509262
528	0.4378855226
529	0.4377173691
530	0.4374234639
531	0.4371149618
532	0.4369676701
533	0.4367184917
534	0.4362958313
535	0.4360127444
536	0.4355807834
537	0.4352248419
538	0.4347746672
539	0.4345373729
540	0.4343288523
541	0.4339961299
542	0.4337145286
543	0.4333721827
544	0.4331498726
545	0.4329614064
546	0.4326128601
547	0.4321473137
548	0.4319538096
549	0.4316320995
550	0.4312996032
551	0.4310282389
552	0.430644331
553	0.4303884678
554	0.4300871672
555	0.4298071483
556	0.4295272908
557	0.4291487114
558	0.4287603146
559	0.4285329021
560	0.4281291659
561	0.4278000605
562	0.4275377708
563	0.4272823596
564	0.4271342606
565	0.4269008737
566	0.426630995
567	0.4264536055
568	0.426115361
569	0.4259539569
570	0.4256486196
571	0.425429216
572	0.4252612563
573	0.4250229608
574	0.4248479611
575	0.4245464022
576	0.4242451663
577	0.4238500202
578	0.4236796061
579	0.4233897376
580	0.4232435438
581	0.4230739694
582	0.4227472214
583	0.422433617
584	0.4221275047
585	0.4218593698
586	0.4216130332
587	0.4213470943
588	0.4211695757
589	0.4209910559
590	0.4208228702
591	0.4205985902
592	0.4204725154
593	0.4203218329
594	0.420043138
595	0.4197452929
596	0.419449676
597	0.4191912293
598	0.4189307157
599	0.4186977487
600	0.41841731
601	0.418185667
602	0.4179414941
603	0.4177168589
604	0.4176130345
605	0.4174043201
606	0.4172022905
607	0.4170369789
608	0.4167712984
609	0.4166542336
610	0.416449459
611	0.4162050277
612	0.4160243443
613	0.4159070858
614	0.4156350756
615	0.41534201
616	0.4151248669
617	0.4148435239
618	0.4146434643
619	0.4144358156
620	0.4140832972
621	0.4137562262
622	0.4134722997
623	0.413260356
624	0.4129625431
625	0.4126243955
626	0.4123304579
627	0.4120263801
628	0.4117579223
629	0.411535257
630	0.4112400277
631	0.4111441476
632	0.4109472204
633	0.4106587082
634	0.4104378191
635	0.4101946795
636	0.4099375568
637	0.4097342032
638	0.4095258117
639	0.4093734822
640	0.4091201379
641	0.4088915305
642	0.408619262
643	0.4083649166
644	0.4081789693
645	0.4079571113
646	0.4077880214
647	0.4076397608
648	0.4073566417
649	0.4070503356
650	0.4069425391
651	0.4066938451
652	0.4065488139
653	0.4062577828
654	0.4060468401
655	0.4057460886
656	0.4054889982
657	0.4052304222
658	0.4050373057
659	0.4047848656
660	0.4046453567
661	0.4044166202
662	0.4042189502
663	0.4039877917
664	0.4038349454
665	0.4035269924
666	0.4033879033
667	0.4030306377
668	0.4028802135
669	0.4027227815
670	0.4024483171
671	0.4022748998
672	0.4020790383
673	0.4018823694
674	0.4016083894
675	0.4012321028
676	0.4010668881
677	0.4009275406
678	0.4006835292
679	0.4004574084
680	0.4002205985
681	0.4000011626
682	0.3997774316
683	0.3996726707
684	0.399493828
685	0.3993262881
686	0.3991281015
687	0.3989357923
688	0.3988375225
689	0.3986246099
690	0.3983188851
691	0.3981845432
692	0.3980799115
693	0.3979308113
694	0.3976601898
695	0.3973941864
696	0.397213406
697	0.3969290597
698	0.396834213
699	0.3965661104
700	0.396303078
701	0.3961347953
702	0.3958183813
703	0.3956282035
704	0.3954894374
705	0.3952480094
706	0.3950199511
707	0.3948459847
708	0.3947038923
709	0.3944779008
710	0.394281458
711	0.3940382539
712	0.3938287644
713	0.3936950684
714	0.3935566897
715	0.3933365756
716	0.3932188004
717	0.3931117467
718	0.3927228655
719	0.3923478061
720	0.3921657663
721	0.391861301
722	0.3916775174
723	0.3914933462
724	0.3912711007
725	0.390978681
726	0.3907735189
727	0.390640501
728	0.39036158
729	0.3901342644
730	0.3899699216
731	0.3897687962
732	0.3894867751
733	0.3892173162
734	0.3889787946
735	0.3887428243
736	0.3885340131
737	0.3882977521
738	0.3880225449
739	0.3877639367
740	0.3874851449
741	0.387202607
742	0.3869252038
743	0.3867296007
744	0.3865097773
745	0.3862698671
746	0.3860410337
747	0.3858420074
748	0.3857107334
749	0.3855336023
750	0.3854173771
751	0.385253002
752	0.3849038099
753	0.3846236617
754	0.3844384249
755	0.3842025838
756	0.3839578296
757	0.3837379415
758	0.3834606998
759	0.3832406503
760	0.3830653599
761	0.3826399869
762	0.3824836529
763	0.3822410624
764	0.3819953071
765	0.381771899
766	0.3814922999
767	0.3813015408
768	0.3810294015
769	0.3808146482
770	0.380674784
771	0.3804930026
772	0.3803874667
773	0.3803004028
774	0.3801241113
775	0.3797706241
776	0.3795579375
777	0.3794688391
778	0.3792908684
779	0.3791149644
780	0.3789500726
781	0.3787388716
782	0.3785751424
783	0.3784708336
784	0.3783326487
785	0.3780505629
786	0.3778638406
787	0.3775996778
788	0.3772647918
789	0.3771196961
790	0.3768825632
791	0.3767620107
792	0.3766266031
793	0.3763870159
794	0.37614956
795	0.3760157025
796	0.3757845763
797	0.375655143
798	0.3754847289
799	0.3753082114
800	0.3750670418
801	0.3749155519
802	0.3746959868
803	0.3745132043
804	0.3744267216
805	0.3742097078
806	0.3740216936
807	0.3737503294
808	0.3736064285
809	0.3734720866
810	0.3732016589
811	0.373119213
812	0.3728567295
813	0.3727198364
814	0.3725122199
815	0.372266174
816	0.3720438962
817	0.371806731
818	0.3716745851
819	0.3715620414
820	0.3714201105
821	0.371254153
822	0.3710613271
823	0.3707659363
824	0.3706465787
825	0.3704717404
826	0.3702202368
827	0.3699505518
828	0.3696658826
829	0.3695252757
830	0.3693150435
831	0.3691262543
832	0.3690164233
833	0.3688295395
834	0.3685974444
835	0.368402358
836	0.3681804354
837	0.3679913879
838	0.3677722749
839	0.367624854
840	0.3673176437
841	0.3672309997
842	0.3670186038
843	0.3668231944
844	0.3666438027
845	0.366517179
846	0.3663294555
847	0.3662365141
848	0.3660662616
849	0.3659627925
850	0.3658085899
851	0.3655540184
852	0.365354217
853	0.365185676
854	0.3649218362
855	0.3647747383
856	0.3644821571
857	0.3642396634
858	0.3639469853
859	0.3638023417
860	0.3637416941
861	0.3636163944
862	0.3634499525
863	0.3633460635
864	0.3630992102
865	0.362914038
866	0.3627515036
867	0.3625657177
868	0.3623653997
869	0.3622100992
870	0.3620847672
871	0.3619472605
872	0.361836719
873	0.3616465412
874	0.3614053393
875	0.3612380578
876	0.3610148435
877	0.3608672288
878	0.3607134138
879	0.3603515302
880	0.3602750264
881	0.3601599638
882	0.3599966867
883	0.359830826
884	0.3597056878
885	0.3595685363
886	0.3594404271
887	0.3592904227
888	0.3591020534
889	0.3589956455
890	0.3589084847
891	0.3586990599
892	0.3585177628
893	0.3583595236
894	0.358084058
895	0.3579344088
896	0.3577237568
897	0.3575646456
898	0.3573239927
899	0.3571487346
900	0.356999473
901	0.3568172071
902	0.3566538331
903	0.3563717797
904	0.3561544428
905	0.3560389282
906	0.3558628627
907	0.3555081484
908	0.3553185196
909	0.3551957388
910	0.3550527744
911	0.3549290571
912	0.354787772
913	0.3545668506
914	0.3545064613
915	0.3543777708
916	0.3541899827
917	0.3540118828
918	0.3539033436
919	0.353710776
920	0.3534721576
921	0.3532487819
922	0.3531056561
923	0.3529802595
924	0.3527961529
925	0.3526055876
926	0.3525077053
927	0.3523609949
928	0.3522313678
929	0.3521239911
930	0.3520421911
931	0.3518615723
932	0.3516988441
933	0.3515236829
934	0.3513642165
935	0.3511802714
936	0.3509162378
937	0.350727707
938	0.3506142914
939	0.3504714562
940	0.3502764667
941	0.3501256549
942	0.3499599558
943	0.3498775745
944	0.3497346101
945	0.349628396
946	0.3495533131
947	0.3494305646
948	0.3493070411
949	0.3491904284
950	0.3489994433
951	0.348794927
952	0.3486635561
953	0.3484900096
954	0.3483666798
955	0.3482685069
956	0.3480351201
957	0.3479180876
958	0.3477425066
959	0.3475865601
960	0.3474186973
961	0.3472715993
962	0.3471445558
963	0.3470315923
964	0.3468908239
965	0.3468123825
966	0.346612678
967	0.3464207241
968	0.3461587896
969	0.3458817739
970	0.3457799841
971	0.3456607233
972	0.3455409136
973	0.3452974188
974	0.3451365314
975	0.3450074211
976	0.3448594512
977	0.3447212663
978	0.3445460082
979	0.3444671469
980	0.3443180791
981	0.3442057615
982	0.3440043454
983	0.3439121468
984	0.3437169312
985	0.3435097992
986	0.3433004712
987	0.34316093
988	0.3429626788
989	0.3427928783
990	0.3426162962
991	0.342448498
992	0.3423703471
993	0.342260387
994	0.34212879
995	0.3420278075
996	0.3419038641
997	0.3417988772
998	0.3416819093
999	0.3415333904
